priority,category,status,control,source_rows,evidence
P3,altro,pending,uscire dalla Bacheca;,usabilita:U0125,
P3,altro,pending,Utilizzare due dita.,usabilita:U0352,
P3,altro,pending,utilizzare identificativi vuoti;,addendum:A0309,
P3,altro,pending,Utilizzare immagine locale di riserva.,globale:T-1633,
P3,altro,pending,Utilizzare l’app al buio.,globale:T-0594,
P3,altro,pending,Utilizzare l’app camminando.,globale:T-0595,
P3,altro,pending,Utilizzare l’app con una sola mano.,globale:T-0596,
P3,altro,pending,Utilizzare l’app sotto luce solare.,globale:T-0598,
P3,altro,passed,utilizzare l’app;,addendum:A0067,Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P3,altro,pending,Utilizzare miniature.,globale:T-1652,
P3,altro,pending,Utilizzare strumenti di sviluppo per modificare latitudine e longitudine.,globale:T-1451,
P3,altro,passed,Utilizzare un comando già visibile.,addendum:A0102,Playwright stale commands rejected 403; preview a4b05356; 2026-08-04
P3,altro,pending,Validare anche le coordinate degli endpoint di ricerca inversa.,globale:T-0189,
P3,altro,passed,Validazione delle dimensioni reali.,globale:T-0179,QA 1.29.0: dimensione reale da 9 MB ricomposta e verificata dal server
P3,altro,pending,Validazione di tutti gli identificativi.,globale:T-0232,
P3,altro,pending,valore massimo;,globale:T-1310,
P3,altro,pending,valore minimo;,globale:T-1311,
P3,altro,pending,valore molto lungo;,usabilita:U0391,
P3,altro,pending,valore oltre il massimo;,globale:T-1312,
P3,altro,passed,valore vuoto;,globale:T-1313;usabilita:U0390,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P3,altro,pending,valori null;,globale:T-1314,
P3,altro,pending,valori undefined;,globale:T-1315,
P3,altro,pending,vecchie chiavi localStorage;,addendum:A0406,
P3,altro,pending,Verifica aggiornamento sul secondo telefono.,globale:T-0473,
P3,altro,pending,Verifica antispam.,globale:T-0474,
P3,altro,pending,Verifica Cloudflare raggiungibile.,globale:T-0655,
P3,altro,pending,Verifica consumo dati.,globale:T-0656,
P3,altro,pending,Verifica della firma reale del file.,globale:T-0180,
P3,altro,pending,Verifica funzionamento con computer del programmatore spento.,globale:T-0657,
P3,altro,pending,Verifica Google Maps raggiungibile.,globale:T-0658,
P3,altro,pending,Verifica mappe raggiungibili.,globale:T-0659,
P3,altro,pending,Verifica OpenFreeMap raggiungibile.,globale:T-0661,
P3,altro,pending,Verifica perdita dei privilegi dopo logout.,usabilita:U0666,
P3,altro,pending,Verifica Unsplash raggiungibile.,globale:T-0663,
P3,altro,pending,Verificare aeroporti di partenza e arrivo.,globale:T-1266,
P3,altro,pending,Verificare aggiornamento automatico.,usabilita:U0109,
P3,altro,pending,Verificare aggiornamento coerente.,globale:T-0873,
P3,altro,pending,Verificare aggiornamento dalla versione precedente.,globale:T-0310,
P3,altro,passed,Verificare aggiornamento del conteggio.,usabilita:U0448,Playwright su due telefoni: coordinatore vede 1/4 e Passaporto presente; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare aggiornamento della prima.,globale:T-1594,
P3,altro,pending,Verificare aggiornamento della seconda.,globale:T-1595,
P3,altro,pending,Verificare aggiornamento dello stato nell’app.,globale:T-0874,
P3,altro,pending,Verificare aggiornamento sul secondo telefono.,globale:T-0416;usabilita:U0254,
P3,altro,passed,Verificare aggiornamento.,usabilita:U0450,Playwright: polling privato porta automaticamente la griglia coordinatore da 1/4 a 0/4; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare Agra.,globale:T-0361,
P3,altro,pending,Verificare ambiente di collaudo separato.,globale:T-1506,
P3,altro,pending,Verificare ambiente produzione.,globale:T-1507,
P3,altro,pending,Verificare anteprima completa attiva.,globale:T-1358,
P3,altro,pending,Verificare anteprima nascosta dalle impostazioni del telefono.,globale:T-1359,
P3,altro,passed,Verificare anteprima.,usabilita:U0193,"Playwright mobile: anteprima separata di foto, video WebM con audio e WAV; preview b4f2cf13; 2026-08-04"
P3,altro,pending,Verificare apertura del compositore sul giorno corretto.,usabilita:U0337,
P3,altro,pending,Verificare apertura del compositore.,usabilita:U0132,
P3,altro,pending,Verificare apertura del contenuto preciso.,globale:T-0530;usabilita:U0066,
P3,altro,pending,Verificare apertura del giorno preciso.,globale:T-0979,
P3,altro,pending,Verificare apertura del pannello.,usabilita:U0040,
P3,altro,pending,Verificare apertura del post preciso.,globale:T-0980,
P3,altro,pending,Verificare apertura della medesima schermata.,globale:T-1421,
P3,altro,pending,Verificare apertura standalone.,globale:T-0311,
P3,altro,pending,Verificare assenza di aumento progressivo della memoria.,globale:T-0592,
P3,altro,pending,Verificare assenza di codice inutilizzato.,globale:T-1671,
P3,altro,pending,Verificare assenza di corruzione dei dati.,globale:T-0833,
P3,altro,pending,Verificare assenza di duplicazioni.,globale:T-0575;usabilita:U0023,
P3,altro,pending,Verificare assenza di errori in console.,globale:T-0312,
P3,altro,pending,Verificare assenza di file orfani.,globale:T-0576,
P3,altro,pending,Verificare assenza di record parziali.,globale:T-1154,
P3,altro,passed,Verificare assenza di schermata bianca.,globale:T-0313;usabilita:U0089,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,passed,Verificare associazione alla persona corretta.,usabilita:U0452,Playwright: card filtrata sul nome del viaggiatore e Passaporto presente associato allo stesso nome; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare attività opzionali.,globale:T-1267,
P3,altro,passed,Verificare attività.,globale:T-0362;usabilita:U0326,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare audit log.,globale:T-0629,
P3,altro,pending,Verificare aumento progressivo del consumo dati.,globale:T-1130,
P3,altro,pending,Verificare aumento progressivo del numero di richieste.,globale:T-1131,
P3,altro,pending,Verificare aumento progressivo della RAM.,globale:T-1132,
P3,altro,pending,Verificare autore corretto.,globale:T-0417;usabilita:U0018;usabilita:U0133,
P3,altro,pending,Verificare autore.,usabilita:U0100;usabilita:U0633,
P3,altro,pending,Verificare binding D1 corretto.,globale:T-1508,
P3,altro,pending,Verificare blocchi dell’interfaccia.,globale:T-1133,
P3,altro,pending,Verificare caching degli asset versionati.,globale:T-1672,
P3,altro,pending,Verificare cancellazione automatica soltanto dei dati non essenziali.,globale:T-0854,
P3,altro,pending,Verificare cancellazione di nome e coordinate.,usabilita:U0242,
P3,altro,pending,Verificare carosello.,usabilita:U0107,
P3,altro,pending,Verificare certificato HTTPS.,globale:T-1510,
P3,altro,pending,Verificare che day_index corrisponda al giorno 5.,globale:T-0708,
P3,altro,pending,Verificare che frontend e API siano compatibili durante il passaggio di versione.,globale:T-0834,
P3,altro,pending,Verificare che i test non utilizzino dati di produzione.,globale:T-1511,
P3,altro,pending,Verificare che il conteggio torni a 4/4.,globale:T-0709,
P3,altro,pending,Verificare che il contenuto venga mostrato come testo e non eseguito.,globale:T-0904,
P3,altro,pending,"Verificare che il controllo ogni 2,5 secondi non consumi eccessivamente dati e batteria.",globale:T-0593,
P3,altro,pending,Verificare che il dominio mostri “REV 1.21.5”.,globale:T-0011,
P3,altro,pending,Verificare che il link non esponga informazioni personali.,globale:T-0784,
P3,altro,pending,Verificare che il link venga rimosso dalla barra dopo l’attivazione.,globale:T-0785,
P3,altro,pending,Verificare che il post compaia nel filtro del giorno corretto.,globale:T-0712,
P3,altro,pending,Verificare che il post non compaia nel giorno sbagliato.,usabilita:U0180,
P3,altro,pending,verificare che il pulsante non rimanga bloccato su “Invio”;,globale:T-0818,
P3,altro,pending,Verificare che il server lo ignori o lo rifiuti.,usabilita:U0174,
P3,altro,pending,verificare che il tasto Indietro del telefono non chiuda l’app inaspettatamente.,usabilita:U0092,
P3,altro,pending,Verificare che il vecchio file non sia più raggiungibile.,globale:T-0716,
P3,altro,pending,Verificare che il vecchio telefono non acceda più.,globale:T-1605,
P3,altro,pending,Verificare che l’aggiornamento non chiuda la tastiera.,usabilita:U0112,
P3,altro,pending,Verificare che l’aggiornamento non sposti la lettura.,usabilita:U0110,
P3,altro,pending,Verificare che l’app non esca inaspettatamente.,globale:T-1422,
P3,altro,pending,Verificare che l’immagine rappresenti la città corretta.,globale:T-1636,
P3,altro,pending,Verificare che l’URL corrisponda alla schermata mostrata.,globale:T-1423,
P3,altro,pending,Verificare che la riproduzione non ricominci dopo un aggiornamento del feed.,globale:T-0923,
P3,altro,pending,Verificare che la scadenza sia determinata dal server.,globale:T-0768,
P3,altro,pending,Verificare che la subscription venga associata all’identità corretta.,globale:T-0875,
P3,altro,pending,Verificare che la tastiera non copra i pulsanti.,globale:T-0599,
P3,altro,pending,Verificare che latitudine e longitudine non siano invertite.,globale:T-0190,
P3,altro,pending,Verificare che le immagini non consumino dati inutilmente.,globale:T-1637,
P3,altro,pending,Verificare che nessun dato sensibile compaia nei log.,globale:T-0630,
P3,altro,pending,Verificare che nessun segreto sia presente nel frontend.,globale:T-0631,
P3,altro,pending,Verificare che nessuna scheda rimanga su codice incompatibile.,globale:T-1596,
P3,altro,pending,verificare che non esistano duplicati;,globale:T-0819,
P3,altro,pending,verificare che non esistano file orfani;,globale:T-0820,
P3,altro,pending,Verificare che non esistano pulsanti simulati.,globale:T-0600,
P3,altro,pending,Verificare che non rimangano file JavaScript della versione precedente.,globale:T-0838,
P3,altro,pending,Verificare che non rimangano file orfani.,globale:T-1330,
P3,altro,pending,Verificare che non si creino schermate duplicate nella cronologia.,globale:T-1424,
P3,altro,pending,Verificare che non siano invertite.,globale:T-0505,
P3,altro,pending,Verificare che ogni marker corrisponda alla città corretta.,globale:T-0191,
P3,altro,pending,"Verificare che ogni operazione mostri se è in corso, riuscita o fallita.",globale:T-0601,
P3,altro,pending,Verificare che rimanga disponibile la versione precedente.,globale:T-1001,
P3,altro,pending,Verificare che tastiera e campo rimangano aperti.,globale:T-1404,
P3,altro,pending,Verificare che testo e allegati non vengano persi.,globale:T-0839,
P3,altro,pending,Verificare che tutte le funzioni riservate siano bloccate.,usabilita:U0624,
P3,altro,pending,Verificare che un aggiornamento non faccia perdere allegati selezionati.,globale:T-0315,
P3,altro,pending,Verificare che venga conservato l’aggiornamento più recente.,globale:T-0801,
P3,altro,pending,Verificare che venga creata una sola associazione valida.,globale:T-0802,
P3,altro,pending,Verificare che vengano mostrati come testo innocuo.,globale:T-0357,
P3,altro,passed,Verificare checklist.,globale:T-0363;usabilita:U0328,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare chilometri.,globale:T-0364,
P3,altro,pending,Verificare coerenza tra nome e coordinate.,usabilita:U0246,
P3,altro,passed,Verificare comparsa dei nuovi comandi soltanto dopo conferma server.,addendum:A0092,Playwright live role/revoke 1/1; preview a4b05356; 2026-08-04
P3,altro,pending,Verificare comparsa sul secondo telefono.,usabilita:U0021,
P3,altro,pending,Verificare comportamento con Unsplash bloccato.,globale:T-1638,
P3,altro,pending,Verificare comportamento dell’altra scheda.,globale:T-1597,
P3,altro,pending,Verificare comportamento della pulizia automatica di iOS.,globale:T-0855,
P3,altro,passed,Verificare comportamento dopo logout.,globale:T-1362,QA 1.31.0: dopo logout sessione e area privata restituiscono 401
P3,altro,pending,Verificare comportamento dopo molti giorni senza aprire la PWA.,globale:T-0856,
P3,altro,pending,Verificare comportamento dopo revoca del dispositivo.,globale:T-1363,
P3,altro,pending,Verificare compressione Brotli/Gzip.,globale:T-1675,
P3,altro,pending,Verificare configurazione del dominio.,globale:T-1512,
P3,altro,pending,Verificare conservazione degli allegati.,usabilita:U0140,
P3,altro,pending,Verificare conservazione dei dati.,globale:T-1180,
P3,altro,passed,Verificare conservazione della bozza.,usabilita:U0138,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare consumo batteria.,globale:T-1465,
P3,altro,pending,Verificare consumo Cloudflare.,globale:T-0577,
P3,altro,pending,Verificare contatti degli autisti.,globale:T-1270,
P3,altro,passed,Verificare conteggio corretto.,usabilita:U0213,Playwright mobile: 3 allegati e limite esatto di 10; undicesimo rifiutato senza perdere i primi 10; preview b4f2cf13; 2026-08-04
P3,altro,pending,Verificare conteggio generale.,usabilita:U0446,
P3,altro,pending,verificare contenuti corretti;,usabilita:U0121,
P3,altro,pending,Verificare contenuti recenti.,usabilita:U0057,
P3,altro,pending,Verificare contenuto.,usabilita:U0427,
P3,altro,pending,Verificare conto alla rovescia.,globale:T-0937,
P3,altro,pending,Verificare contrasto colori.,globale:T-0602,
P3,altro,pending,Verificare coordinate.,usabilita:U0237,
P3,altro,passed,Verificare CSP.,globale:T-0632,production-smoke: CSP verificata sul dominio live
P3,altro,pending,Verificare data e ora.,usabilita:U0101;usabilita:U0465,
P3,altro,pending,Verificare date dal 10 al 23 agosto 2026.,globale:T-0365,
P3,altro,pending,Verificare dati dopo cancellazione dell’app dalla schermata Home.,globale:T-1624,
P3,altro,pending,Verificare dati precedenti conservati.,globale:T-1031,
P3,altro,pending,Verificare dati tramite strumenti di sviluppo.,globale:T-1626,
P3,altro,passed,Verificare Delhi iniziale e finale.,usabilita:U0345,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare Delhi.,globale:T-0366,
P3,altro,passed,Verificare descrizione.,usabilita:U0321,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare descrizioni.,globale:T-0367,
P3,altro,pending,Verificare destinazione.,usabilita:U0357,
P3,altro,pending,Verificare dimensione.,usabilita:U0205,
P3,altro,passed,Verificare distanza.,usabilita:U0323,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare distanze indicate.,globale:T-1271,
P3,altro,pending,Verificare durata di 48 ore.,usabilita:U0379,
P3,altro,passed,Verificare durata.,usabilita:U0324,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare durate indicate.,globale:T-1272,
P3,altro,pending,Verificare durate.,globale:T-0368,
P3,altro,pending,Verificare errori Cloudflare.,globale:T-1134,
P3,altro,pending,Verificare errori JavaScript.,globale:T-1135,
P3,altro,passed,verificare evidenziazione del pulsante attivo;,usabilita:U0088,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare evidenziazione.,usabilita:U0271,
P3,altro,pending,Verificare fallback “Copia link”.,usabilita:U0267,
P3,altro,pending,Verificare fallback con coordinate numeriche.,usabilita:U0240,
P3,altro,passed,Verificare file corretto.,usabilita:U0423,Playwright mobile: documento-prova.pdf associato al Passaporto e aperto dal relativo comando; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare filtro ancora attivo.,globale:T-1405,
P3,altro,pending,Verificare focus e tastiera.,usabilita:U0258,
P3,altro,pending,Verificare focus visibile.,globale:T-0603,
P3,altro,pending,Verificare formato Android.,usabilita:U0229,
P3,altro,pending,Verificare frequenza degli aggiornamenti.,globale:T-1466,
P3,altro,pending,Verificare fuso orario.,globale:T-0506,
P3,altro,pending,Verificare gestione senza sovrascrittura silenziosa.,globale:T-1598,
P3,altro,pending,Verificare giorni di chiusura dei monumenti.,globale:T-1273,
P3,altro,pending,Verificare giorno precedente e successivo.,globale:T-0369,
P3,altro,pending,Verificare HTTPS.,globale:T-0316,
P3,altro,pending,Verificare icona corretta.,globale:T-0317,
P3,altro,pending,Verificare identità mostrata.,usabilita:U0068,
P3,altro,pending,Verificare il 10 agosto 2026.,globale:T-0940,
P3,altro,pending,Verificare il 23 agosto 2026.,globale:T-0941,
P3,altro,pending,Verificare impossibilità di utilizzarlo.,globale:T-0787,
P3,altro,pending,Verificare incremento della versione per inserimento.,globale:T-1034,
P3,altro,pending,Verificare incremento della versione per modifica.,globale:T-1035,
P3,altro,passed,Verificare indicatore Presente.,usabilita:U0420,Playwright mobile: indicatore ✓ Presente e nome file dopo conferma server; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare indici sulle query più utilizzate.,globale:T-1023,
P3,altro,pending,Verificare invio automatico una sola volta.,globale:T-0555,
P3,altro,pending,Verificare Jaipur.,globale:T-0370,
P3,altro,pending,Verificare Jodhpur.,globale:T-0371,
P3,altro,pending,Verificare latitudine.,globale:T-0507,
P3,altro,pending,"Verificare licenza e attribuzione, se necessaria.",globale:T-1640,
P3,altro,pending,Verificare limiti corretti.,usabilita:U0638,
P3,altro,passed,Verificare limiti del primo e ultimo giorno.,usabilita:U0335,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare limiti delle Functions.,globale:T-1514,
P3,altro,pending,Verificare limiti di D1.,globale:T-1515,
P3,altro,pending,Verificare linee aeree.,usabilita:U0347,
P3,altro,pending,Verificare linee ferroviarie.,usabilita:U0348,
P3,altro,pending,Verificare link del post preciso.,usabilita:U0266,
P3,altro,passed,verificare lo stato dell’operazione alla riapertura;,globale:T-0821,resumable-upload: stato server riletto prima della ripresa
P3,altro,pending,Verificare log di apertura e download.,globale:T-0489,
P3,altro,pending,Verificare log di apertura.,globale:T-1002,
P3,altro,pending,Verificare log di deploy.,globale:T-1516,
P3,altro,pending,Verificare log di download.,globale:T-1003,
P3,altro,pending,Verificare log di sostituzione.,globale:T-1005,
P3,altro,pending,Verificare logout anche nella seconda.,globale:T-1599,
P3,altro,pending,Verificare logout durante apertura.,globale:T-0490,
P3,altro,pending,Verificare longitudine.,globale:T-0508,
P3,altro,pending,Verificare luogo.,usabilita:U0103,
P3,altro,pending,Verificare mantenimento del filtro.,globale:T-0984;usabilita:U0127,
P3,altro,pending,Verificare mantenimento del testo non inviato.,globale:T-0985,
P3,altro,pending,Verificare mantenimento dello scorrimento.,globale:T-0987,
P3,altro,pending,verificare mantenimento dello stato tornando indietro;,usabilita:U0091,
P3,altro,pending,Verificare mantenimento dello stato.,globale:T-1406;usabilita:U0050,
P3,altro,pending,Verificare manualmente ogni coordinata.,globale:T-0193,
P3,altro,pending,Verificare marker sovrapposti.,globale:T-0963,
P3,altro,passed,Verificare marker.,usabilita:U0342;usabilita:U0464,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04 | Playwright mobile: marker nominativo visibile sulla cartina dell'India; preview 20382a40; 2026-08-04"
P3,altro,pending,Verificare messaggi di errore comprensibili.,globale:T-0604,
P3,altro,pending,Verificare messaggio corretto per file non riproducibile.,globale:T-0924,
P3,altro,pending,Verificare messaggio corretto.,globale:T-0420,
P3,altro,pending,Verificare messaggio preciso.,usabilita:U0044;usabilita:U0203,
P3,altro,pending,verificare messaggio quando non esistono risultati.,usabilita:U0130,
P3,altro,passed,Verificare messaggio.,usabilita:U0458,"Playwright mobile: conferme Posizione condivisa adesso, Posizione cancellata e Permesso posizione non disponibile; preview 20382a40; 2026-08-04"
P3,altro,pending,Verificare mezzi.,globale:T-0372,
P3,altro,passed,Verificare mezzo.,usabilita:U0322,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,verificare nessun contenuto errato;,usabilita:U0122,
P3,altro,pending,Verificare nessun duplicato tra pagine.,globale:T-1688,
P3,altro,pending,Verificare nessun file orfano.,usabilita:U0291,
P3,altro,pending,Verificare nessun nuovo invio dopo disattivazione.,globale:T-0531,
P3,altro,pending,Verificare nessun post mancante.,globale:T-1689,
P3,altro,passed,Verificare nome corretto.,globale:T-0319;usabilita:U0460,Playwright su due telefoni: posizione associata al nome univoco del viaggiatore QA; preview 20382a40; 2026-08-04
P3,altro,pending,Verificare nome del luogo.,usabilita:U0238,
P3,altro,passed,Verificare nome della persona.,usabilita:U0253,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P3,altro,passed,Verificare nome file.,usabilita:U0204;usabilita:U0426,Playwright mobile: nome download documento-prova.pdf verificato; preview c90ec547; 2026-08-04
P3,altro,pending,Verificare nomi delle guide.,globale:T-1276,
P3,altro,pending,Verificare numeri dei treni.,globale:T-1277,
P3,altro,pending,Verificare numeri dei voli.,globale:T-1278,
P3,altro,pending,Verificare numero di non letti.,usabilita:U0058,
P3,altro,pending,Verificare nuova registrazione della subscription.,globale:T-0879,
P3,altro,pending,Verificare obiettivi.,globale:T-0373,
P3,altro,passed,Verificare obiettivo.,usabilita:U0325,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare orari di check-in.,globale:T-1279,
P3,altro,pending,Verificare orari di check-out.,globale:T-1280,
P3,altro,pending,Verificare ordinamento cronologico.,usabilita:U0099,
P3,altro,pending,Verificare ordinamento nel feed.,globale:T-0421,
P3,altro,pending,Verificare orientamento EXIF.,globale:T-1436,
P3,altro,pending,Verificare orientamento orizzontale.,globale:T-0606,
P3,altro,pending,Verificare orientamento verticale.,globale:T-0607,
P3,altro,pending,Verificare partenza e ritorno a Delhi.,globale:T-0195,
P3,altro,pending,Verificare percorsi aerei.,globale:T-0196,
P3,altro,pending,Verificare percorsi ferroviari.,globale:T-0197,
P3,altro,pending,Verificare percorsi in van.,globale:T-0198,
P3,altro,pending,Verificare percorsi stradali.,usabilita:U0349,
P3,altro,pending,Verificare percorso corretto.,usabilita:U0359,
P3,altro,passed,Verificare percorso.,usabilita:U0327;usabilita:U0343,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare persistenza della checklist.,globale:T-0374,
P3,altro,passed,Verificare persistenza.,usabilita:U0273;usabilita:U0332,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,Verificare peso delle immagini.,globale:T-1641,
P3,altro,pending,Verificare popup con HTML e script.,globale:T-0964,
P3,altro,pending,Verificare popup con nome molto lungo.,globale:T-0965,
P3,altro,pending,verificare possibilità di riprovare.,globale:T-0822,
P3,altro,pending,Verificare precisione decimale.,globale:T-0966,
P3,altro,pending,Verificare preferiti.,globale:T-1609,
P3,altro,pending,Verificare presenza della bozza e degli allegati.,globale:T-0556,
P3,altro,pending,Verificare procedura di revoca e rigenerazione.,globale:T-0788,
P3,altro,pending,Verificare procedura di revoca.,usabilita:U0415,
P3,altro,pending,Verificare protezione dagli abusi.,globale:T-1517,
P3,altro,pending,Verificare pulsante Chiudi/Annulla.,usabilita:U0135,
P3,altro,pending,Verificare pulsanti di almeno 44×44 pixel.,globale:T-0608,
P3,altro,pending,Verificare punti d’incontro.,globale:T-1282,
P3,altro,pending,Verificare quale modifica viene conservata.,globale:T-0806,
P3,altro,pending,Verificare quali dati restano in IndexedDB.,globale:T-1627,
P3,altro,pending,Verificare quali dati restano nel localStorage.,globale:T-1628,
P3,altro,passed,Verificare Ranakpur.,globale:T-0375;usabilita:U0346,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,passed,Verificare rate limiting.,globale:T-0633,QA 1.28.0: raffica di accessi errati bloccata con HTTP 429
P3,altro,pending,Verificare recupero corretto.,usabilita:U0233,
P3,altro,pending,Verificare redirect da HTTP a HTTPS.,globale:T-1518,
P3,altro,pending,Verificare REV 1.21.5.,globale:T-0320,
P3,altro,pending,Verificare ricerca inversa.,usabilita:U0239,
P3,altro,passed,Verificare richieste Range 206.,globale:T-0925,QA 1.29.0: lettura Range attraversa due parti e restituisce HTTP 206
P3,altro,pending,Verificare riconciliazione automatica.,globale:T-1155,
P3,altro,pending,Verificare riduzione animazioni.,globale:T-0609,
P3,altro,pending,Verificare rilevamento dell’aggiornamento.,globale:T-0841,
P3,altro,pending,Verificare rimozione della vecchia subscription Push.,globale:T-1611,
P3,altro,passed,Verificare rimozione.,usabilita:U0434,Playwright mobile: stato torna a Non ancora caricato; preview c90ec547; 2026-08-04
P3,altro,passed,Verificare ripresa senza duplicazione.,globale:T-0557,resumable-upload: parte già confermata non viene inviata due volte
P3,altro,passed,Verificare riproduzione nel feed.,usabilita:U0226,Playwright mobile: player audio visibile e metadati decodificati con durata maggiore di zero; preview b4f2cf13; 2026-08-04
P3,altro,pending,Verificare riproduzione sul secondo telefono.,usabilita:U0227,
P3,altro,pending,Verificare rispetto della visibilità.,usabilita:U0269,
P3,altro,pending,Verificare risposta 429.,globale:T-1058,
P3,altro,pending,Verificare risposta coerente.,globale:T-0807,
P3,altro,passed,Verificare risposta HTTP 201.,usabilita:U0016,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,altro,pending,Verificare ritorno a Delhi.,globale:T-0376,
P3,altro,pending,Verificare ritorno allo stesso post e allo stesso punto di scorrimento.,globale:T-0721,
P3,altro,pending,Verificare ritorno allo stesso punto.,usabilita:U0355,
P3,altro,pending,Verificare rollback completo.,globale:T-1156,
P3,altro,pending,Verificare rollback del deploy.,globale:T-1519,
P3,altro,pending,Verificare rollback dopo errore a metà operazione.,globale:T-1024,
P3,altro,pending,Verificare scadenza automatica.,globale:T-0509,
P3,altro,pending,"Verificare scadenza dopo 15, 30 e 60 minuti.",globale:T-1467,
P3,altro,passed,verificare schermata corretta;,usabilita:U0087,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,passed,Verificare scomparsa dal feed.,usabilita:U0284,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P3,altro,pending,Verificare scomparsa del marker su tutti i dispositivi.,globale:T-0722,
