"id","section","control","status","evidence","revision"
"U0623","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Tentare di creare un invito.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0624","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Verificare che tutte le funzioni riservate siano bloccate.","pending","","1.31.0"
"U0625","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Inserire password corretta.","pending","","1.31.0"
"U0626","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Verificare ruolo effettivo.","pending","","1.31.0"
"U0627","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Commentare.","pending","","1.31.0"
"U0628","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Reagire.","pending","","1.31.0"
"U0629","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Pubblicare testo, se consentito.","pending","","1.31.0"
"U0630","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Pubblicare fotografia, se consentito.","pending","","1.31.0"
"U0631","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Pubblicare video, se consentito.","pending","","1.31.0"
"U0632","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Pubblicare audio, se consentito.","pending","","1.31.0"
"U0633","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Verificare autore.","pending","","1.31.0"
"U0634","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Tentare di scegliere un profilo esistente.","pending","","1.31.0"
"U0635","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Tentare di aprire documenti.","pending","","1.31.0"
"U0636","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Tentare di vedere posizioni.","pending","","1.31.0"
"U0637","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Tentare di modificare ruoli.","pending","","1.31.0"
"U0638","33. TEST COMPLETO DEL FAMILIARE CON PASSWORD","Verificare limiti corretti.","pending","","1.31.0"
"U0639","34. TEST COMPLETO DEL VIAGGIATORE","Accesso tramite invito.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0640","34. TEST COMPLETO DEL VIAGGIATORE","Profilo corretto.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0641","34. TEST COMPLETO DEL VIAGGIATORE","Pubblicazione.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0642","34. TEST COMPLETO DEL VIAGGIATORE","Commento.","pending","","1.31.0"
"U0643","34. TEST COMPLETO DEL VIAGGIATORE","Reazione.","pending","","1.31.0"
"U0644","34. TEST COMPLETO DEL VIAGGIATORE","Modifica profilo proprio.","pending","","1.31.0"
"U0645","34. TEST COMPLETO DEL VIAGGIATORE","Documenti propri.","pending","","1.31.0"
"U0646","34. TEST COMPLETO DEL VIAGGIATORE","Posizione propria.","pending","","1.31.0"
"U0647","34. TEST COMPLETO DEL VIAGGIATORE","Notifiche.","pending","","1.31.0"
"U0648","34. TEST COMPLETO DEL VIAGGIATORE","Logout.","passed","Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04","1.31.0"
"U0649","34. TEST COMPLETO DEL VIAGGIATORE","Impossibilità di gestire altri utenti.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0650","34. TEST COMPLETO DEL VIAGGIATORE","Impossibilità di vedere documenti altrui.","pending","","1.31.0"
"U0651","34. TEST COMPLETO DEL VIAGGIATORE","Impossibilità di diventare Coordinatore.","pending","","1.31.0"
"U0652","35. TEST COMPLETO DEL COORDINATORE","Accesso personale.","pending","","1.31.0"
"U0653","35. TEST COMPLETO DEL COORDINATORE","Creazione profilo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0654","35. TEST COMPLETO DEL COORDINATORE","Modifica profilo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0655","35. TEST COMPLETO DEL COORDINATORE","Gestione ruoli.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0656","35. TEST COMPLETO DEL COORDINATORE","Creazione invito.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
"U0657","35. TEST COMPLETO DEL COORDINATORE","Copia invito.","pending","","1.31.0"
"U0658","35. TEST COMPLETO DEL COORDINATORE","Dashboard documenti.","pending","","1.31.0"
"U0659","35. TEST COMPLETO DEL COORDINATORE","Apertura documenti autorizzati.","pending","","1.31.0"
"U0660","35. TEST COMPLETO DEL COORDINATORE","Controllo posizioni.","pending","","1.31.0"
"U0661","35. TEST COMPLETO DEL COORDINATORE","Moderazione post.","pending","","1.31.0"
"U0662","35. TEST COMPLETO DEL COORDINATORE","Moderazione commenti.","pending","","1.31.0"
"U0663","35. TEST COMPLETO DEL COORDINATORE","Revoca dispositivi.","pending","","1.31.0"
"U0664","35. TEST COMPLETO DEL COORDINATORE","Controllo log.","pending","","1.31.0"
"U0665","35. TEST COMPLETO DEL COORDINATORE","Logout.","pending","","1.31.0"
"U0666","35. TEST COMPLETO DEL COORDINATORE","Verifica perdita dei privilegi dopo logout.","pending","","1.31.0"
"U0667","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","è visibile al ruolo corretto;","pending","","1.31.0"
"U0668","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","è nascosto o disabilitato per il ruolo non autorizzato;","pending","","1.31.0"
"U0669","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","ha un’etichetta comprensibile;","pending","","1.31.0"
"U0670","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","è facilmente premibile da telefono;","pending","","1.31.0"
"U0671","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","reagisce al primo tocco;","pending","","1.31.0"
"U0672","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","non reagisce due volte a un doppio tocco;","pending","","1.31.0"
"U0673","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","mostra stato di caricamento;","pending","","1.31.0"
"U0674","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","impedisce operazioni sovrapposte;","pending","","1.31.0"
"U0675","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","esegue realmente l’operazione server;","pending","","1.31.0"
"U0676","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","aggiorna il database;","pending","","1.31.0"
"U0677","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","aggiorna l’interfaccia;","pending","","1.31.0"
"U0678","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","aggiorna gli altri dispositivi;","pending","","1.31.0"
"U0679","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","mostra conferma;","pending","","1.31.0"
"U0680","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","gestisce l’errore;","pending","","1.31.0"
"U0681","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","permette di riprovare;","pending","","1.31.0"
"U0682","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","non perde dati;","pending","","1.31.0"
"U0683","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","non crea duplicati;","pending","","1.31.0"
"U0684","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","rispetta le autorizzazioni;","pending","","1.31.0"
"U0685","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","funziona dopo chiusura e riapertura;","pending","","1.31.0"
"U0686","36. CRITERIO DI SUPERAMENTO PER OGNI PULSANTE","funziona su iPhone e Android.","pending","","1.31.0"
"U0687","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","la password risulta corretta ma Pubblica restituisce errore;","pending","","1.31.0"
"U0688","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","il pulsante Pubblica viene mostrato a chi non può utilizzarlo;","pending","","1.31.0"
"U0689","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un utente può pubblicare come un’altra persona;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0690","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un Viaggiatore può vedere documenti altrui;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0691","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un utente può diventare Coordinatore modificando la richiesta;","pending","","1.31.0"
"U0692","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un post può essere duplicato;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0693","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","una bozza viene persa;","pending","","1.31.0"
"U0694","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","gli allegati vengono persi offline;","pending","","1.31.0"
"U0695","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un upload interrotto non può riprendere;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0696","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","una posizione rimane visibile dopo la cancellazione;","pending","","1.31.0"
"U0697","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","una notifica mostra dati riservati;","pending","","1.31.0"
"U0698","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un link privato è accessibile senza sessione;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0699","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","un pulsante non esegue realmente l’operazione;","pending","","1.31.0"
"U0700","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","frontend e server applicano regole differenti;","pending","","1.31.0"
"U0701","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","i dati non si aggiornano sugli altri telefoni;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0702","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","esistono file o record orfani;","pending","","1.31.0"
"U0703","37. DIFETTI BLOCCANTI CHE IMPEDISCONO L’APPROVAZIONE","l’applicazione non funziona con il computer del programmatore spento.","pending","","1.31.0"
"U0704","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","versione esatta collaudata;","pending","","1.31.0"
"U0705","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","commit esatto;","pending","","1.31.0"
"U0706","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","URL Cloudflare;","pending","","1.31.0"
"U0707","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","elenco dei file modificati;","pending","","1.31.0"
"U0708","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","elenco degli errori corretti;","pending","","1.31.0"
"U0709","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","conferma specifica della correzione del pulsante Pubblica;","pending","","1.31.0"
"U0710","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","matrice dei ruoli;","pending","","1.31.0"
"U0711","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","elenco di tutti i pulsanti testati;","pending","","1.31.0"
"U0712","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","screenshot dei test;","pending","","1.31.0"
"U0713","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","video dei percorsi completi;","pending","","1.31.0"
"U0714","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","risposte HTTP;","pending","","1.31.0"
"U0715","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","controlli database;","pending","","1.31.0"
"U0716","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test iPhone;","pending","","1.31.0"
"U0717","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test Android;","pending","","1.31.0"
"U0718","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test con password;","pending","","1.31.0"
"U0719","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test senza password;","pending","","1.31.0"
"U0720","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test come Familiare;","pending","","1.31.0"
"U0721","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test come Viaggiatore;","pending","","1.31.0"
"U0722","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test come Coordinatore;","pending","","1.31.0"
"U0723","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test con sessione scaduta;","pending","","1.31.0"
"U0724","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test con dispositivo revocato;","pending","","1.31.0"
"U0725","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test rete lenta;","pending","","1.31.0"
"U0726","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test offline;","pending","","1.31.0"
"U0727","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test multidispositivo;","passed","Suite combinata: social su tre telefoni, documenti e posizione su due telefoni, sync API autenticata; 12/12 scenari UI e 20/20 test server applicabili; 2026-08-04","1.31.0"
"U0728","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test anti-duplicazione;","pending","","1.31.0"
"U0729","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","test backup e ripristino;","pending","","1.31.0"
"U0730","38. CONSEGNA OBBLIGATORIA DEL PROGRAMMATORE","elenco dei difetti ancora aperti.","pending","","1.31.0"
